ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0046324,regulation of glucose import,10/1296,60/18888,0.00724678434170072,0.0428742155151693,0.0311020787197456,LEP/HK2/PIK3R1/SLC25A27/IGF1/ENPP1/PID1/NFE2L2/MIR223/SLC1A2,10
BP,GO:0046456,icosanoid biosynthetic process,10/1296,60/18888,0.00724678434170072,0.0428742155151693,0.0311020787197456,MIF/HPGDS/PTGES/TBXAS1/PTGIS/PLA2G10/CASP1/NAIP/CBR1/EDN1,10
BP,GO:0006692,prostanoid metabolic process,9/1296,51/18888,0.00727983247407137,0.0428856797671256,0.0311103951883392,MIF/HPGDS/PTGES/TBXAS1/PTGIS/PLA2G10/CBR1/HPGD/EDN1,9
BP,GO:0035987,endodermal cell differentiation,9/1296,51/18888,0.00727983247407137,0.0428856797671256,0.0311103951883392,INHBA/ITGA5/MMP14/FN1/VTN/COL6A1/COL5A2/LAMB1/MMP8,9
BP,GO:0042220,response to cocaine,9/1296,51/18888,0.00727983247407137,0.0428856797671256,0.0311103951883392,ABAT/DNMT3A/OPRK1/CRH/RGS4/TACR3/SLC1A1/SLC1A2/SLC1A3,9
BP,GO:0051180,vitamin transport,9/1296,51/18888,0.00727983247407137,0.0428856797671256,0.0311103951883392,SCARB1/ABCG2/SLC2A14/SLC23A2/SLC2A1/FOLR2/SLC19A3/SLC2A3/TCN2,9
BP,GO:0043534,blood vessel endothelial cell migration,22/1296,183/18888,0.00730281763702736,0.0429751723058366,0.0311753154195405,SCARB1/HDAC9/SLIT2/EFNA1/SPRED1/KLF4/NFE2L2/JUP/HMOX1/PRKCA/SRPX2/VEGFC/MEF2C/MIR320A/MIR221/PRKD1/EPHB4/MEOX2/VEGFA/ANGPT1/ACVRL1/TGFB1,22
BP,GO:0002828,regulation of type 2 immune response,7/1296,34/18888,0.00736429784604557,0.0432446627509002,0.0313708108457745,BCL6/ECM1/ASCL2/IDO1/GATA3/IL33/ARG2,7
BP,GO:0048841,regulation of axon extension involved in axon guidance,7/1296,34/18888,0.00736429784604557,0.0432446627509002,0.0313708108457745,SEMA4C/SEMA3D/BMPR2/SEMA6A/SEMA6D/VEGFA/SEMA5A,7
BP,GO:1902476,chloride transmembrane transport,15/1296,109/18888,0.00747453319082518,0.0438452936321383,0.0318065242162774,SLC25A27/LRRC8A/CLCN5/CLIC5/SLC26A2/FXYD3/GABRA3/GABRB1/SLC1A1/GABRA4/CLIC3/NMUR2/GABRE/SLC26A6/SLC1A3,15
BP,GO:0060419,heart growth,14/1296,99/18888,0.00755407964275598,0.0442178292464506,0.0320767713068194,NOG/IGF1/PRKG1/CITED2/BASP1/WNT2/RGS4/MEF2C/MEIS1/TBX5/AKAP6/FGF9/HEG1/EDN1,14
BP,GO:0098869,cellular oxidant detoxification,14/1296,99/18888,0.00755407964275598,0.0442178292464506,0.0320767713068194,SOD1/GPX3/TXNRD1/NFE2L2/GSTK1/CP/SRXN1/PTGES/PRDX6/NNT/GSR/FBLN5/CAT/GPX7,14
BP,GO:0048562,embryonic organ morphogenesis,32/1296,297/18888,0.00759827726375969,0.0444293752199056,0.0322302322959054,ENG/PKD2/NOG/SOD1/FBN2/LRIG3/MFAP5/MTHFD1L/EFNA1/MMP14/GRHL3/FRZB/FGF10/CITED2/GATA3/INSIG1/ASB2/BMP4/RDH10/TCF21/DLX5/MEF2C/TGFBR2/GJA1/CHST11/RARB/NOTCH2/PRRX1/PDGFRA/ATP8A2/FGF9/EDN1,32
BP,GO:0051222,positive regulation of protein transport,28/1296,251/18888,0.007635328991363,0.044598733112686,0.0323530889464534,LEP/PIK3R1/ABAT/LRRC8A/HCAR2/ADAM9/IGF1/PRKCE/CRH/BAD/EDEM2/FRMD4A/ITPR1/JUP/GPER1/BMP6/VSNL1/TCF7L2/VEGFC/RFX6/XPO4/PRKD1/NNAT/WLS/PLCB1/TLR4/FGG/TGFB1,28
BP,GO:0002544,chronic inflammatory response,5/1296,19/18888,0.00779877266515177,0.0454091156025838,0.032940961626829,IDO1/SCN11A/VNN1/S100A8/VCAM1,5
BP,GO:0003417,growth plate cartilage development,5/1296,19/18888,0.00779877266515177,0.0454091156025838,0.032940961626829,COL27A1/FOSL2/TGFBR2/RARB/STC1,5
BP,GO:0045603,positive regulation of endothelial cell differentiation,5/1296,19/18888,0.00779877266515177,0.0454091156025838,0.032940961626829,BMP6/BMP4/ACVRL1/MIR181A2/MIR181B1,5
BP,GO:0071241,cellular response to inorganic substance,26/1296,229/18888,0.00793811271305843,0.0461716809069664,0.033494146468601,HSD17B1/PKD2/MAPK8/ANK3/CYBB/ADCY7/AQP1/NFE2L2/CLDN1/BMP6/HMOX1/JUNB/GUCY1B1/MEF2C/NFATC2/FABP4/SLC1A1/CEBPA/MT1F/LIG4/AIFM1/SLC11A1/AOC1/MT1X/PARP1/EDN1,26
BP,GO:0005996,monosaccharide metabolic process,28/1296,252/18888,0.00804519015590046,0.0467451828447156,0.0339101797930472,LEP/HK2/GALK1/PKM/ERRFI1/ALDOA/SLC23A2/GAPDH/B3GLCT/SLC2A1/IGF1/BAD/GALE/GOT1/PMAIP1/PFKP/SLC2A3/PFKFB4/PDK1/TCF7L2/G6PC3/RANBP2/IGFBP4/RGN/PDK2/OAS1/PGD/OTOGL,28
BP,GO:0045637,regulation of myeloid cell differentiation,25/1296,218/18888,0.00806193430294562,0.0467931639436233,0.0339449865387184,FSTL3/INHA/INHBA/PIK3R1/NEDD9/SFRP1/HMGB3/LYN/NCKAP1L/KITLG/UBASH3B/PRKCA/CSF1/MEF2C/CD4/MIR223/MIR221/LTF/MEIS1/TMEM178A/NOTCH2/TLR4/LEF1/TGFB1/LOX,25
BP,GO:1903531,negative regulation of secretion by cell,19/1296,152/18888,0.00809750222794552,0.0469501864194444,0.0340588947547656,LEP/INHA/INHBA/ABAT/SFRP1/OPRK1/CRH/FRMD4A/PRKG1/NCKAP1L/P2RY1/STXBP6/VSNL1/ADRA2C/GJA1/CD84/MAOB/EDN1/F2R,19
BP,GO:0032233,positive regulation of actin filament bundle assembly,10/1296,61/18888,0.00814845524331582,0.0471959897181129,0.0342372069046883,LIMCH1/SFRP1/MTSS1/SYNPO2L/EPHA1/SDC4/PLEK/LPAR1/TPM1/GPR65,10
BP,GO:0002220,innate immune response activating cell surface receptor signaling pathway,14/1296,100/18888,0.00824502084183082,0.0475966736018986,0.0345278734870501,KLRD1/PIK3R1/PIK3AP1/PRKCE/TRAF3/LYN/LTF/COLEC10/TLR4/TLR1/FCN3/PELI1/LY96/OAS1,14
BP,GO:0006493,protein O-linked glycosylation,14/1296,100/18888,0.00824502084183082,0.0475966736018986,0.0345278734870501,TET3/GALNT2/ST8SIA6/B3GNT2/GALNT3/B3GLCT/TRAK1/ST3GAL4/POMGNT1/GALNT11/ST6GAL1/GALNT18/GCNT4/GCNT1,14
BP,GO:0050764,regulation of phagocytosis,14/1296,100/18888,0.00824502084183082,0.0475966736018986,0.0345278734870501,SOD1/SCARB1/NCKAP1L/PIP4P2/DOCK2/COLEC10/HCK/SLC11A1/IL2RB/FCN3/CCL2/FCER1G/IL2RG/MIR181B1,14
BP,GO:0002088,lens development in camera-type eye,13/1296,90/18888,0.00826079373177674,0.0475966736018986,0.0345278734870501,MAF/SPRED1/CITED2/WNT2/GATA3/BCAR3/BMP4/CRYAB/TGFBR2/GJA1/MEIS1/SKIL/NDP,13
BP,GO:1901606,alpha-amino acid catabolic process,13/1296,90/18888,0.00826079373177674,0.0475966736018986,0.0345278734870501,KYAT1/GPT2/CDO1/GOT1/ALDH4A1/IDO1/BCAT2/GLUL/AADAT/HMGCLL1/KMO/ARG2/PIPOX,13
BP,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,9/1296,52/18888,0.00828080603076867,0.0476621758388919,0.0345753905251301,IGF1/FOXJ2/DDR2/MIR221/GJA1/HPGD/FGF9/CALCRL/EDN1,9
BP,GO:0015850,organic hydroxy compound transport,33/1296,311/18888,0.00847655011838341,0.0487379534439688,0.0353557877721936,LEP/SCARB1/ABCD3/ABAT/SLC16A3/SLCO2B1/OPRK1/CRH/SLC16A1/SLC19A3/NPC1/AQP1/P2RY1/ABCA12/BMP6/OSBPL11/FURIN/SLC18B1/ADRA2C/SLC22A3/RAB3B/ABCC2/PLA2G10/PLTP/SLC5A12/AGTR1/ABCA1/EMB/LIPG/SLC26A6/SPP1/MAOB/LDLR,33
BP,GO:0002698,negative regulation of immune effector process,16/1296,121/18888,0.00856240964158088,0.0491803403788302,0.0356767068399203,BCL6/KLRD1/SERPINB9/SLAMF1/ASCL2/NCKAP1L/CX3CR1/VSIG4/ANGPT1/SERPING1/ARRB2/CD84/CR1/TGFB1/FGL2/IL33,16
BP,GO:0007548,sex differentiation,31/1296,288/18888,0.00862052729116897,0.0494626300556771,0.0358814871640748,LEP/INHA/INHBA/SOD1/NRIP1/ADAM2/SFRP1/KIT/BMP5/SLIT2/MMP14/GREB1L/FGF10/CITED2/BASP1/GATA3/TYRO3/BMP6/KITLG/DACH1/RDH10/TCF21/TNFSF10/PBX1/PLEKHA1/GJA1/VEGFA/SLIT3/IDH1/PDGFRA/FGF9,31
BP,GO:0032633,interleukin-4 production,7/1296,35/18888,0.00867211483993626,0.0495523743289208,0.0359465900100985,CD28/IL1RAP/GATA3/MIR320A/FCER1G/LEF1/IL33,7
BP,GO:0032673,regulation of interleukin-4 production,7/1296,35/18888,0.00867211483993626,0.0495523743289208,0.0359465900100985,CD28/IL1RAP/GATA3/MIR320A/FCER1G/LEF1/IL33,7
BP,GO:0036314,response to sterol,7/1296,35/18888,0.00867211483993626,0.0495523743289208,0.0359465900100985,INHBA/INSIG1/TGFBR2/GPR155/ABCA1/TGFB1/LRP8,7
BP,GO:0071398,cellular response to fatty acid,7/1296,35/18888,0.00867211483993626,0.0495523743289208,0.0359465900100985,PID1/CLDN1/ASS1/PLCB1/CPS1/EDN1/LDLR,7
BP,GO:0003208,cardiac ventricle morphogenesis,11/1296,71/18888,0.00868698223961715,0.0495859421006718,0.0359709409507956,ENG/NOG/DSP/HEY1/GATA3/MEF2C/TGFBR2/TBX5/TGFB1/TPM1/HEG1,11
BP,GO:0021801,cerebral cortex radial glia-guided migration,6/1296,27/18888,0.00875869386765921,0.0497891113260545,0.0361183252274607,SUN2/SRGAP2/COL3A1/LAMB1/P2RY12/LRP8,6
BP,GO:0022030,telencephalon glial cell migration,6/1296,27/18888,0.00875869386765921,0.0497891113260545,0.0361183252274607,SUN2/SRGAP2/COL3A1/LAMB1/P2RY12/LRP8,6
BP,GO:0042730,fibrinolysis,6/1296,27/18888,0.00875869386765921,0.0497891113260545,0.0361183252274607,SERPINE1/VTN/PROS1/SERPING1/FAP/FGG,6
BP,GO:0048745,smooth muscle tissue development,6/1296,27/18888,0.00875869386765921,0.0497891113260545,0.0361183252274607,ENG/PKD2/FOSL2/BMP4/MYLK/COL3A1,6
CC,GO:0062023,collagen-containing extracellular matrix,87/1339,428/19894,6.1653787033655e-21,3.32313912111401e-18,2.79713496963214e-18,COL17A1/NPNT/SERPINA3/S100A6/FBN2/PKM/HTRA1/P3H2/ANXA6/F13A1/COL27A1/LAMA2/EGFL6/MFAP5/SFRP1/LTBP1/POSTN/SERPINB9/ECM1/SPON1/SERPINE1/LAMC1/THSD4/VIT/TIMP3/MATN2/LAMB2/TNR/ANXA4/FGF10/LAMC3/SRPX/FN1/WNT2/PCOLCE/ADAMTSL4/CTSC/VTN/LAMC2/ANGPTL2/SDC3/SRPX2/COL6A1/LRRC15/L1CAM/COL1A2/COL21A1/CTSZ/COL15A1/HSPG2/ADAMTS3/HAPLN1/EGFLAM/SDC2/MXRA5/ANGPT1/SERPING1/COL1A1/CASK/CDH13/COL5A2/FMOD/COL3A1/LGALS3BP/FREM1/CLC/COL6A3/SBSPON/CTSF/FCN3/ADAMDEC1/HMCN1/LAMB1/FGG/TGFB1/S100A8/FBLN5/LAMA4/CTSH/ANGPTL1/FGL2/LOX/MMP8/ACTA2/NDP/EDIL3/MFAP4,87
CC,GO:0005788,endoplasmic reticulum lumen,59/1339,313/19894,4.26992542879738e-13,1.15074490306089e-10,9.68598873585089e-11,FSTL3/COL17A1/P4HA1/ERO1A/P3H2/COL27A1/LTBP1/SPON1/EDEM2/LAMC1/ADAMTSL1/LAMB2/EBI3/FN1/STC2/ADAMTSL4/TSPAN33/ERP44/FMO1/CTSC/VTN/BMP4/FOXRED2/HYOU1/ARSK/PDGFC/CSF1/CP/COL6A1/SLC27A2/COL1A2/ARSI/COL21A1/CTSZ/CD4/COL15A1/NOTUM/TSPAN15/PDIA5/SDC2/SERPING1/COL1A1/WFS1/COL5A2/COL3A1/IGFBP4/COL6A3/F5/LAMB1/FGG/MINPP1/TSPAN5/CERCAM/SPP1/IGFBP1/GPX7/EDN1/PDGFD/CHRDL1,59
CC,GO:0045178,basal part of cell,52/1339,305/19894,4.8164129019552e-10,8.65348851384617e-08,7.28376828330768e-08,PKD2/SLCO2A1/SLC16A10/DSP/SLC16A3/SLCO2B1/NEDD9/SLC23A2/PLPP3/ADAM9/SLC2A1/SLC38A3/ANK3/ENPP1/SLC16A1/ATP1A1/AQP1/SLCO4A1/PDPN/BMPR2/CLDN1/P2RY1/SLC4A4/SLC17A5/SLC11A2/MYO1A/DTNB/SLC22A3/ITGA9/CNNM4/CASK/FAP/ABCA1/CD300LG/ATP2B1/CA12/EPCAM/SLC6A6/NAIP/SLC4A7/HPGD/ATP1B1/SLC26A6/SLC7A7/SLC1A3/KCNJ16/SLC16A12/ATP2C2/EDN1/LDLR/TACSTD2/SLCO4C1,52
CC,GO:0009925,basal plasma membrane,49/1339,286/19894,1.28499532893987e-09,1.73153120574648e-07,1.45745522835022e-07,PKD2/SLCO2A1/SLC16A10/DSP/SLC16A3/SLCO2B1/NEDD9/SLC23A2/PLPP3/ADAM9/SLC2A1/SLC38A3/ANK3/ENPP1/SLC16A1/ATP1A1/AQP1/SLCO4A1/PDPN/BMPR2/CLDN1/P2RY1/SLC4A4/SLC17A5/MYO1A/DTNB/SLC22A3/ITGA9/CNNM4/CASK/ABCA1/CD300LG/ATP2B1/CA12/EPCAM/SLC6A6/NAIP/SLC4A7/HPGD/ATP1B1/SLC26A6/SLC7A7/SLC1A3/KCNJ16/SLC16A12/ATP2C2/LDLR/TACSTD2/SLCO4C1,49
CC,GO:0016323,basolateral plasma membrane,44/1339,255/19894,7.11683370800109e-09,7.67194673722518e-07,6.4575901645231e-07,PKD2/SLCO2A1/SLC16A10/DSP/SLC16A3/SLCO2B1/NEDD9/SLC23A2/PLPP3/ADAM9/SLC2A1/SLC38A3/ANK3/ENPP1/SLC16A1/ATP1A1/AQP1/SLCO4A1/PDPN/CLDN1/P2RY1/SLC4A4/SLC17A5/MYO1A/SLC22A3/CNNM4/CASK/ABCA1/CD300LG/ATP2B1/CA12/EPCAM/SLC6A6/NAIP/SLC4A7/HPGD/ATP1B1/SLC26A6/SLC7A7/KCNJ16/SLC16A12/ATP2C2/LDLR/SLCO4C1,44
CC,GO:0005604,basement membrane,23/1339,92/19894,2.87253133795014e-08,2.58049065192521e-06,2.17203685378335e-06,COL17A1/NPNT/P3H2/LAMA2/EGFL6/LAMC1/TIMP3/MATN2/LAMB2/LAMC3/FN1/VTN/LAMC2/COL6A1/COL15A1/HSPG2/EGFLAM/CASK/FREM1/HMCN1/LAMB1/LAMA4/ACTA2,23
CC,GO:0009897,external side of plasma membrane,57/1339,405/19894,9.40822686028985e-08,6.69593012721867e-06,5.63606265956693e-06,ENG/KLRD1/ACKR2/CXCR6/ABCG2/SELE/CD28/VTCN1/IL12RB2/ITGA5/ADAM9/BTNL9/SLAMF1/FOLR2/KIT/CD200R1/EBI3/MILR1/CX3CR1/ITGB6/LRRC32/NRCAM/CD4/ITGA9/TGFBR2/CD9/CD163L1/XCR1/CLEC4D/COLEC10/CDH13/PDCD1LG2/CD84/IL2RB/CCR7/ABCA1/CSF2RB/TLR4/TCN2/GSR/FCN3/ANTXR1/ABCB1/FCER1G/OSMR/FGG/SELL/IL2RG/NT5E/PDGFRA/SELP/ALCAM/HEG1/VCAM1/LDLR/ANPEP/GHR,57
CC,GO:0031252,cell leading edge,59/1339,426/19894,9.93830074540804e-08,6.69593012721867e-06,5.63606265956693e-06,ARHGAP45/PKD2/AIF1L/ARHGEF4/S100A6/CYTH3/NEDD9/ARPC5/EPS8L1/ITGA5/MTSS1/RAPH1/DOCK8/LCP1/PLCE1/WWC1/BMX/APBB2/PDPN/AIF1/SNX9/GPER1/SH3RF1/KITLG/SRGAP2/IQGAP2/PALLD/UNC5C/GABRA3/KNSTRN/FRMD4B/MTMR6/MYLK/TACR3/PLEKHA1/FGD6/CORO1A/GABRA4/ARHGAP18/MYO5A/DPYSL3/ARHGEF26/SLC1A2/PODXL/PLEK/FAP/SPRY4/CAPG/TLR4/GABRE/ANTXR1/TPM1/ARHGEF6/PDLIM4/CDKL5/PTPN13/CD177/ACTA2/ACTG2,59
CC,GO:0045121,membrane raft,44/1339,286/19894,2.25664666423024e-07,1.22272501329225e-05,1.02918558876859e-05,EFNB1/MME/MYOF/SCARB1/ABCG2/SELE/PLPP3/SLC2A1/ARID3A/AHNAK/SPRED1/ATP1A1/NPC1/LYN/PIKFYVE/PDPN/TNR/LYPD6/KIRREL1/BMPR2/MYO1A/FURIN/MS4A4A/CD4/SLC1A1/TGFBR2/PTGIS/GJA1/ANGPT1/HCK/SLC1A2/CDH13/PODXL/LCP2/ABCA1/CR1/TLR1/AKAP6/BVES/HAS2/LDHB/LRP8/CD177/F2R,44
CC,GO:0045177,apical part of cell,62/1339,468/19894,2.36586634740305e-07,1.22272501329225e-05,1.02918558876859e-05,MYO7B/SLC6A8/PAPPA2/ABCG2/SLC25A27/SLC16A3/SLCO2B1/SLC23A2/SLC2A1/SLC28A1/SLC38A3/KL/SLC16A1/MFSD4B/CLCN5/MYO1B/ATP1A1/AQP1/CLIC5/SLC26A2/PDPN/BMPR2/CLDN1/P2RY1/UPK1B/FN1/FRMD6/SLC11A2/MYO1A/NIN/PROM1/SHANK2/LRRC15/ITPR3/SLC22A3/SLC1A1/PATJ/DDR2/ABCC2/GJA1/SLC5A12/PODXL/FAP/KCNK1/MUC1/MGAM/CD300LG/CA12/ABCB1/EPCAM/OSMR/SLC6A6/SLC4A7/CA2/MIR181A2/ATP1B1/SLC26A6/SNX10/STC1/SLC15A1/VCAM1/LDLR,62
CC,GO:0098857,membrane microdomain,44/1339,287/19894,2.49535716998418e-07,1.22272501329225e-05,1.02918558876859e-05,EFNB1/MME/MYOF/SCARB1/ABCG2/SELE/PLPP3/SLC2A1/ARID3A/AHNAK/SPRED1/ATP1A1/NPC1/LYN/PIKFYVE/PDPN/TNR/LYPD6/KIRREL1/BMPR2/MYO1A/FURIN/MS4A4A/CD4/SLC1A1/TGFBR2/PTGIS/GJA1/ANGPT1/HCK/SLC1A2/CDH13/PODXL/LCP2/ABCA1/CR1/TLR1/AKAP6/BVES/HAS2/LDHB/LRP8/CD177/F2R,44
CC,GO:0034774,secretory granule lumen,47/1339,322/19894,4.30514243326398e-07,1.93372647627441e-05,1.62764595503226e-05,ARHGAP45/HEXB/QPCT/SERPINA3/PKM/F13A1/ALDOA/ARPC5/IGF1/MIF/ECM1/SERPINE1/TIMP3/DSN1/PLAC8/JUP/FN1/ERP44/CTSC/GLA/S100A12/BIN2/VEGFC/CTSZ/DOCK2/PROS1/LTF/PRDX6/VEGFA/SERPING1/MNDA/PNP/AOC1/LGALS3BP/SERPINI1/IDH1/F5/FGG/GMFG/TGFB1/S100A8/CAT/CTSH/CRISPLD2/MMP8/GCA/OLFM4,47
CC,GO:0060205,cytoplasmic vesicle lumen,47/1339,325/19894,5.65365931716959e-07,2.34409413227262e-05,1.97305843376526e-05,ARHGAP45/HEXB/QPCT/SERPINA3/PKM/F13A1/ALDOA/ARPC5/IGF1/MIF/ECM1/SERPINE1/TIMP3/DSN1/PLAC8/JUP/FN1/ERP44/CTSC/GLA/S100A12/BIN2/VEGFC/CTSZ/DOCK2/PROS1/LTF/PRDX6/VEGFA/SERPING1/MNDA/PNP/AOC1/LGALS3BP/SERPINI1/IDH1/F5/FGG/GMFG/TGFB1/S100A8/CAT/CTSH/CRISPLD2/MMP8/GCA/OLFM4,47
CC,GO:0031983,vesicle lumen,47/1339,326/19894,6.18480803487711e-07,2.38115109342769e-05,2.0042498218286e-05,ARHGAP45/HEXB/QPCT/SERPINA3/PKM/F13A1/ALDOA/ARPC5/IGF1/MIF/ECM1/SERPINE1/TIMP3/DSN1/PLAC8/JUP/FN1/ERP44/CTSC/GLA/S100A12/BIN2/VEGFC/CTSZ/DOCK2/PROS1/LTF/PRDX6/VEGFA/SERPING1/MNDA/PNP/AOC1/LGALS3BP/SERPINI1/IDH1/F5/FGG/GMFG/TGFB1/S100A8/CAT/CTSH/CRISPLD2/MMP8/GCA/OLFM4,47
CC,GO:0001726,ruffle,31/1339,182/19894,1.53706146689289e-06,5.52317420436846e-05,4.64893678758482e-05,ARHGAP45/AIF1L/ARHGEF4/S100A6/CYTH3/EPS8L1/ITGA5/MTSS1/LCP1/WWC1/BMX/PDPN/AIF1/SNX9/PALLD/KNSTRN/FRMD4B/MTMR6/PLEKHA1/FGD6/ARHGAP18/MYO5A/ARHGEF26/PODXL/PLEK/FAP/SPRY4/CAPG/TLR4/TPM1/CDKL5,31
CC,GO:0031253,cell projection membrane,47/1339,354/19894,6.27846604128171e-06,0.000211505824765678,0.000178027556828449,ARHGAP45/PKD2/AIF1L/ARHGEF4/ABCG2/GPR157/EPS8L1/ITGA5/SLC28A1/DOCK8/LCP1/WWC1/RAB25/BMX/AQP1/SLC26A2/PDPN/KIRREL1/AIF1/GPER1/SLC11A2/PROM1/GABRA3/SHANK2/MTMR6/TACR3/PLEKHA1/GABRA4/GAP43/CASK/SLC1A2/PODXL/PLEK/FAP/KCNK1/SPRY4/ADCY3/GABRE/BVES/ANTXR1/SLC6A6/TPM1/SLC38A4/P2RY12/SLC26A6/CDKL5/SLC28A2,47
CC,GO:0101002,ficolin-1-rich granule,29/1339,185/19894,1.73777827878674e-05,0.000550977936627089,0.000463766215577142,QPCT/PKM/DSP/ALDOA/ARPC5/ASAH1/PLEKHO2/MIF/NCKAP1L/SLC2A3/JUP/BIN2/TMEM179B/CTSZ/FPR1/CLEC4D/SLC11A1/MNDA/PNP/MGAM/CR1/IDH1/FCER1G/SERPINB10/GMFG/CAT/CTSH/FGL2/CRISPLD2,29
CC,GO:0016324,apical plasma membrane,50/1339,402/19894,1.97335401084634e-05,0.000590909895470098,0.000497377531388755,SLC6A8/PAPPA2/ABCG2/SLC16A3/SLCO2B1/SLC23A2/SLC2A1/SLC28A1/SLC38A3/KL/SLC16A1/MFSD4B/ATP1A1/AQP1/CLIC5/SLC26A2/PDPN/BMPR2/CLDN1/P2RY1/UPK1B/FN1/FRMD6/SLC11A2/MYO1A/PROM1/SHANK2/LRRC15/SLC22A3/SLC1A1/PATJ/DDR2/ABCC2/GJA1/SLC5A12/PODXL/KCNK1/MUC1/MGAM/CD300LG/CA12/ABCB1/EPCAM/OSMR/SLC6A6/SLC4A7/ATP1B1/SLC26A6/STC1/SLC15A1,50
CC,GO:0044853,plasma membrane raft,20/1339,113/19894,6.06294511850828e-05,0.0017199617994084,0.00144771708923937,MYOF/SCARB1/SELE/SLC2A1/SPRED1/BMPR2/MYO1A/MS4A4A/TGFBR2/PTGIS/HCK/CDH13/LCP2/CR1/AKAP6/BVES/HAS2/LRP8/CD177/F2R,20
CC,GO:0043292,contractile fiber,34/1339,250/19894,7.12370382204703e-05,0.00191983818004167,0.00161595597226435,FLNB/KRT19/NPNT/CALM1/ALDOA/JPH2/FHL2/SLC2A1/ANK3/SYNPO2L/AHNAK/PLEC/JPH1/IDO1/JUP/LRRC39/ASB2/PALLD/AHNAK2/NEBL/COL6A1/CRYAB/SDC4/PRKD1/CMYA5/SLC8A1/GJA1/MYOZ1/ABCC9/TPM1/PDLIM4/DES/NEXN/ACTA2,34
CC,GO:0030027,lamellipodium,29/1339,203/19894,9.86528101485401e-05,0.00253208879381253,0.00213129629944966,PKD2/NEDD9/ARPC5/RAPH1/DOCK8/PLCE1/APBB2/PDPN/AIF1/SH3RF1/KITLG/SRGAP2/IQGAP2/PALLD/UNC5C/MYLK/FGD6/CORO1A/DPYSL3/PODXL/FAP/CAPG/ANTXR1/ARHGEF6/PDLIM4/PTPN13/CD177/ACTA2/ACTG2,29
CC,GO:0002102,podosome,9/1339,33/19894,0.00024305902166888,0.00595494603088755,0.00501236547077929,SH3PXD2A/LCP1/RHOU/PALLD/DOCK5/PTPN12/BIN2/SH3PXD2B/VCAM1,9
CC,GO:0070820,tertiary granule,24/1339,164/19894,0.000263069747289054,0.00616498233864348,0.00518915611357356,QPCT/DSP/ATP8B4/ALDOA/ASAH1/CYBB/NCKAP1L/SLC2A3/TMEM179B/FPR1/LTF/CLEC4D/SLC11A1/MGAM/CR1/CD53/IDH1/LAIR1/FCER1G/SERPINB10/CTSH/CD177/MMP8/OLFM4,24
CC,GO:0032587,ruffle membrane,17/1339,100/19894,0.00034692565542173,0.00779137201134636,0.00655811217047218,ARHGAP45/AIF1L/ARHGEF4/EPS8L1/ITGA5/LCP1/WWC1/BMX/PDPN/AIF1/MTMR6/PLEKHA1/PLEK/FAP/SPRY4/TPM1/CDKL5,17
CC,GO:0031256,leading edge membrane,25/1339,179/19894,0.000409894921425471,0.00883733450593316,0.00743851415302644,ARHGAP45/AIF1L/ARHGEF4/EPS8L1/ITGA5/DOCK8/LCP1/WWC1/BMX/PDPN/AIF1/GPER1/GABRA3/MTMR6/TACR3/PLEKHA1/GABRA4/SLC1A2/PLEK/FAP/SPRY4/GABRE/ANTXR1/TPM1/CDKL5,25
CC,GO:1904090,peptidase inhibitor complex,5/1339,11/19894,0.00044944605963616,0.00908463683496458,0.00764667215285565,SERPINE1/CARD16/VTN/CASP1/CSTA,5
CC,GO:0031093,platelet alpha granule lumen,13/1339,67/19894,0.000457284547121391,0.00908463683496458,0.00764667215285565,SERPINA3/F13A1/ALDOA/IGF1/SERPINE1/FN1/VEGFC/PROS1/VEGFA/SERPING1/F5/FGG/TGFB1,13
CC,GO:0030018,Z disc,20/1339,131/19894,0.000475912464138345,0.00908463683496458,0.00764667215285565,FLNB/KRT19/JPH2/FHL2/SLC2A1/ANK3/SYNPO2L/PLEC/JPH1/JUP/ASB2/PALLD/NEBL/CRYAB/PRKD1/SLC8A1/MYOZ1/PDLIM4/DES/NEXN,20
CC,GO:0042383,sarcolemma,21/1339,141/19894,0.000488783800025924,0.00908463683496458,0.00764667215285565,KRT19/ANXA6/LAMA2/SLC2A1/ANK3/AHNAK/PLEC/ATP1A1/AQP1/PRKG1/AHNAK2/SGCB/COL6A1/SLC8A1/CACNA2D1/COL6A3/AKAP6/BVES/ATP1B1/DES/VCAM1,21
CC,GO:0098637,protein complex involved in cell-matrix adhesion,6/1339,17/19894,0.000596462204959236,0.0107164376157676,0.00902018281885722,LAMA2/LAMC1/LAMB2/TNR/VTN/LAMB1,6
CC,GO:0030175,filopodium,17/1339,106/19894,0.000695638702764151,0.0115386164663329,0.00971222282392244,ARL4C/RAPH1/LCP1/MYO1B/PDPN/KITLG/IQGAP2/ADGRA2/UNC5C/FARP1/MYO5A/GAP43/PODXL/ANTXR1/VCAM1/ACTA2/ACTG2,17
